"pk";"ip";"loc";"zip";"reg";"ts"
19382;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19383;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19384;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19385;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19386;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19387;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19388;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19389;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19390;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19391;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19392;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19393;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19394;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19395;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19396;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19397;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19398;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19399;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19400;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19401;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19402;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19403;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19404;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19405;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19406;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19407;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19408;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19409;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19410;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19411;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19412;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:21"
19413;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19414;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19415;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19416;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19417;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19418;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19419;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19420;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19421;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19422;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19423;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19424;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19425;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19426;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19427;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19428;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19429;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19430;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19431;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19432;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19433;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19434;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19435;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19436;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19437;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19438;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19439;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19440;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19441;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19442;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19443;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19444;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19445;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19446;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19447;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:22"
19448;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19449;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19450;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19451;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19452;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19453;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19454;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19455;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19456;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19457;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19458;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19459;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19460;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:23"
19461;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19462;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19463;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19464;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19465;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19466;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19467;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19468;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19469;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19470;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19471;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19472;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19473;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19474;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19475;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19476;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:25"
19477;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19478;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19479;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19480;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19481;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19482;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19483;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19484;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19485;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19486;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19487;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19488;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19489;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19490;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19491;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19492;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19493;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19494;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19495;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19496;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19497;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19498;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19499;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19500;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19501;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19502;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19503;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19504;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19505;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19506;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19507;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19508;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19509;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19510;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19511;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19512;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19513;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19514;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19515;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19516;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19517;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19518;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19519;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:26"
19520;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19521;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19522;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19523;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19524;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19525;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19526;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19527;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19528;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19529;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19530;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19531;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19532;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19533;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19534;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19535;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19536;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19537;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19538;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19539;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19540;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19541;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19542;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19543;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19544;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19545;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19546;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19547;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19548;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19549;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19550;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19551;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19552;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19553;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19554;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19555;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19556;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19557;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19558;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19559;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19560;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:27"
19561;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19562;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19563;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19564;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19565;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19566;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19567;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19568;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19569;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19570;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19571;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19572;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19573;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19574;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19575;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:28"
19576;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19577;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19578;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19579;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19580;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19581;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19582;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19583;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19584;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19585;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19586;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19587;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19588;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19589;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19590;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19591;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19592;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19593;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19594;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19595;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19596;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19597;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19598;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19599;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19600;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19601;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19602;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19603;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19604;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19605;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19606;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19607;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19608;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19609;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:29"
19610;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19611;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19612;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19613;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19614;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19615;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19616;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19617;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19618;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19619;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19620;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19621;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19622;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19623;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19624;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19625;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19626;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19627;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19628;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19629;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19630;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19631;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19632;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19633;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19634;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19635;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19636;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19637;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19638;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19639;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19640;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19641;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19642;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19643;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19644;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19645;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19646;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19647;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19648;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19649;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19650;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19651;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19652;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19653;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19654;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:30"
19655;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19656;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19657;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19658;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19659;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19660;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19661;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19662;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19663;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19664;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19665;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19666;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19667;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19668;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19669;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19670;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19671;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19672;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19673;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19674;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19675;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19676;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19677;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19678;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19679;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19680;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19681;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19682;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19683;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19684;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19685;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19686;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19687;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:31"
19688;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:36"
19689;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:36"
19690;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:36"
19691;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:38"
19692;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:38"
19693;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:38"
19694;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:38"
19695;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:38"
19696;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19697;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19698;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19699;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19700;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19701;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19702;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19703;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19704;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19705;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19706;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19707;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19708;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19709;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19710;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19711;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19712;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19713;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19714;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19715;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19716;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19717;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19718;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19719;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19720;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19721;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19722;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19723;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19724;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19725;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19726;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19727;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19728;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:39"
19729;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:40"
19730;"5.165.240.41";"RU";"344001";"ROS";"2018-02-19 23:55:40"
